"area_name","date","to","from","total","hour","hour_tw","ampm","hour12"
"Near South Side","2019/6/30","50","38","88","12","12","PM","12 PM"
"Near South Side","2019/6/30","52","37","89","13","1","PM","1 PM"
"Near South Side","2019/6/30","63","39","102","14","2","PM","2 PM"
"Near South Side","2019/6/30","61","62","123","15","3","PM","3 PM"
"Near South Side","2019/6/30","39","42","81","16","4","PM","4 PM"
"Near South Side","2019/6/30","32","30","62","17","5","PM","5 PM"
"Near South Side","2019/6/30","26","19","45","18","6","PM","6 PM"
"Near South Side","2019/6/30","26","16","42","19","7","PM","7 PM"
"Near South Side","2019/6/30","23","16","39","20","8","PM","8 PM"
"Near South Side","2019/6/30","18","4","22","21","9","PM","9 PM"
"Near South Side","2019/6/30","17","5","22","22","10","PM","10 PM"
"Near South Side","2019/6/30","23","2","25","23","11","PM","11 PM"
"Near South Side","2019/7/1","8","7","15","0","12","AM","12 AM"
"Near South Side","2019/7/1","3","0","3","1","1","AM","1 AM"
"Near South Side","2019/7/1","3","2","5","2","2","AM","2 AM"
"Near South Side","2019/7/1","1","0","1","3","3","AM","3 AM"
"Near South Side","2019/7/1","3","1","4","4","4","AM","4 AM"
"Near South Side","2019/7/1","3","6","9","5","5","AM","5 AM"
"Near South Side","2019/7/1","2","3","5","6","6","AM","6 AM"
"Near South Side","2019/7/1","8","20","28","7","7","AM","7 AM"
"Near South Side","2019/7/1","32","28","60","8","8","AM","8 AM"
"Near South Side","2019/7/1","39","47","86","9","9","AM","9 AM"
"Near South Side","2019/7/1","38","24","62","10","10","AM","10 AM"
"Near South Side","2019/7/1","57","20","77","11","11","AM","11 AM"
"Near South Side","2019/7/1","32","24","56","12","12","PM","12 PM"
"Near South Side","2019/7/1","50","31","81","13","1","PM","1 PM"
"Near South Side","2019/7/1","33","36","69","14","2","PM","2 PM"
"Near South Side","2019/7/1","43","40","83","15","3","PM","3 PM"
"Near South Side","2019/7/1","48","47","95","16","4","PM","4 PM"
"Near South Side","2019/7/1","56","35","91","17","5","PM","5 PM"
"Near South Side","2019/7/1","56","29","85","18","6","PM","6 PM"
"Near South Side","2019/7/1","42","19","61","19","7","PM","7 PM"
"Near South Side","2019/7/1","23","5","28","20","8","PM","8 PM"
"Near South Side","2019/7/1","41","12","53","21","9","PM","9 PM"
"Near South Side","2019/7/1","27","3","30","22","10","PM","10 PM"
"Near South Side","2019/7/1","14","1","15","23","11","PM","11 PM"
"Near South Side","2019/7/2","8","2","10","0","12","AM","12 AM"
"Near South Side","2019/7/2","5","3","8","1","1","AM","1 AM"
"Near South Side","2019/7/2","2","1","3","2","2","AM","2 AM"
"Near South Side","2019/7/2","1","0","1","3","3","AM","3 AM"
"Near South Side","2019/7/2","1","4","5","4","4","AM","4 AM"
"Near South Side","2019/7/2","2","2","4","5","5","AM","5 AM"
"Near South Side","2019/7/2","6","6","12","6","6","AM","6 AM"
"Near South Side","2019/7/2","6","15","21","7","7","AM","7 AM"
"Near South Side","2019/7/2","37","30","67","8","8","AM","8 AM"
"Near South Side","2019/7/2","32","38","70","9","9","AM","9 AM"
"Near South Side","2019/7/2","46","32","78","10","10","AM","10 AM"
"Near South Side","2019/7/2","58","33","91","11","11","AM","11 AM"
"Near South Side","2019/7/2","78","52","130","12","12","PM","12 PM"
"Near South Side","2019/7/2","51","40","91","13","1","PM","1 PM"
"Near South Side","2019/7/2","45","54","99","14","2","PM","2 PM"
"Near South Side","2019/7/2","48","63","111","15","3","PM","3 PM"
"Near South Side","2019/7/2","47","63","110","16","4","PM","4 PM"
"Near South Side","2019/7/2","52","52","104","17","5","PM","5 PM"
"Near South Side","2019/7/2","46","32","78","18","6","PM","6 PM"
"Near South Side","2019/7/2","78","21","99","19","7","PM","7 PM"
"Near South Side","2019/7/2","60","14","74","20","8","PM","8 PM"
"Near South Side","2019/7/2","39","15","54","21","9","PM","9 PM"
"Near South Side","2019/7/2","22","5","27","22","10","PM","10 PM"
"Near South Side","2019/7/2","10","1","11","23","11","PM","11 PM"
"Near South Side","2019/7/3","12","1","13","0","12","AM","12 AM"
"Near South Side","2019/7/3","9","3","12","1","1","AM","1 AM"
"Near South Side","2019/7/3","4","1","5","2","2","AM","2 AM"
"Near South Side","2019/7/3","2","0","2","3","3","AM","3 AM"
"Near South Side","2019/7/3","1","0","1","4","4","AM","4 AM"
"Near South Side","2019/7/3","5","6","11","5","5","AM","5 AM"
"Near South Side","2019/7/3","4","11","15","6","6","AM","6 AM"
"Near South Side","2019/7/3","6","19","25","7","7","AM","7 AM"
"Near South Side","2019/7/3","17","29","46","8","8","AM","8 AM"
"Near South Side","2019/7/3","36","36","72","9","9","AM","9 AM"
"Near South Side","2019/7/3","49","29","78","10","10","AM","10 AM"
"Near South Side","2019/7/3","40","32","72","11","11","AM","11 AM"
"Near South Side","2019/7/3","51","47","98","12","12","PM","12 PM"
"Near South Side","2019/7/3","42","40","82","13","1","PM","1 PM"
"Near South Side","2019/7/3","41","30","71","14","2","PM","2 PM"
"Near South Side","2019/7/3","66","37","103","15","3","PM","3 PM"
"Near South Side","2019/7/3","45","42","87","16","4","PM","4 PM"
"Near South Side","2019/7/3","50","30","80","17","5","PM","5 PM"
"Near South Side","2019/7/3","55","31","86","18","6","PM","6 PM"
"Near South Side","2019/7/3","59","15","74","19","7","PM","7 PM"
"Near South Side","2019/7/3","43","13","56","20","8","PM","8 PM"
"Near South Side","2019/7/3","36","20","56","21","9","PM","9 PM"
"Near South Side","2019/7/3","34","21","55","22","10","PM","10 PM"
"Near South Side","2019/7/3","26","18","44","23","11","PM","11 PM"
"Near South Side","2019/7/4","12","8","20","0","12","AM","12 AM"
"Near South Side","2019/7/4","14","10","24","1","1","AM","1 AM"
"Near South Side","2019/7/4","13","1","14","2","2","AM","2 AM"
"Near South Side","2019/7/4","10","1","11","3","3","AM","3 AM"
"Near South Side","2019/7/4","3","2","5","4","4","AM","4 AM"
"Near South Side","2019/7/4","4","4","8","5","5","AM","5 AM"
"Near South Side","2019/7/4","0","2","2","6","6","AM","6 AM"
"Near South Side","2019/7/4","3","1","4","7","7","AM","7 AM"
"Near South Side","2019/7/4","4","3","7","8","8","AM","8 AM"
"Near South Side","2019/7/4","13","6","19","9","9","AM","9 AM"
"Near South Side","2019/7/4","40","8","48","10","10","AM","10 AM"
"Near South Side","2019/7/4","49","16","65","11","11","AM","11 AM"
"Near South Side","2019/7/4","55","25","80","12","12","PM","12 PM"
"Near South Side","2019/7/4","33","28","61","13","1","PM","1 PM"
"Near South Side","2019/7/4","34","30","64","14","2","PM","2 PM"
"Near South Side","2019/7/4","23","29","52","15","3","PM","3 PM"
"Near South Side","2019/7/4","35","46","81","16","4","PM","4 PM"
"Near South Side","2019/7/4","25","32","57","17","5","PM","5 PM"
"Near South Side","2019/7/4","35","35","70","18","6","PM","6 PM"
"Near South Side","2019/7/4","27","12","39","19","7","PM","7 PM"
"Near South Side","2019/7/4","40","18","58","20","8","PM","8 PM"
"Near South Side","2019/7/4","33","14","47","21","9","PM","9 PM"
"Near South Side","2019/7/4","33","25","58","22","10","PM","10 PM"
"Near South Side","2019/7/4","43","33","76","23","11","PM","11 PM"
"Near South Side","2019/7/5","17","14","31","0","12","AM","12 AM"
"Near South Side","2019/7/5","11","4","15","1","1","AM","1 AM"
"Near South Side","2019/7/5","5","2","7","2","2","AM","2 AM"
"Near South Side","2019/7/5","3","2","5","3","3","AM","3 AM"
"Near South Side","2019/7/5","2","4","6","4","4","AM","4 AM"
"Near South Side","2019/7/5","3","3","6","5","5","AM","5 AM"
"Near South Side","2019/7/5","3","3","6","6","6","AM","6 AM"
"Near South Side","2019/7/5","5","13","18","7","7","AM","7 AM"
"Near South Side","2019/7/5","12","13","25","8","8","AM","8 AM"
"Near South Side","2019/7/5","37","12","49","9","9","AM","9 AM"
"Near South Side","2019/7/5","63","11","74","10","10","AM","10 AM"
"Near South Side","2019/7/5","79","31","110","11","11","AM","11 AM"
"Near South Side","2019/7/5","70","46","116","12","12","PM","12 PM"
"Near South Side","2019/7/5","65","61","126","13","1","PM","1 PM"
"Near South Side","2019/7/5","54","65","119","14","2","PM","2 PM"
"Near South Side","2019/7/5","69","58","127","15","3","PM","3 PM"
"Near South Side","2019/7/5","67","83","150","16","4","PM","4 PM"
"Near South Side","2019/7/5","61","66","127","17","5","PM","5 PM"
"Near South Side","2019/7/5","51","40","91","18","6","PM","6 PM"
"Near South Side","2019/7/5","84","51","135","19","7","PM","7 PM"
"Near South Side","2019/7/5","51","18","69","20","8","PM","8 PM"
"Near South Side","2019/7/5","38","18","56","21","9","PM","9 PM"
"Near South Side","2019/7/5","35","27","62","22","10","PM","10 PM"
"Near South Side","2019/7/5","33","22","55","23","11","PM","11 PM"
"Near South Side","2019/7/6","17","10","27","0","12","AM","12 AM"
"Near South Side","2019/7/6","17","4","21","1","1","AM","1 AM"
"Near South Side","2019/7/6","12","4","16","2","2","AM","2 AM"
"Near South Side","2019/7/6","7","1","8","3","3","AM","3 AM"
"Near South Side","2019/7/6","5","1","6","4","4","AM","4 AM"
"Near South Side","2019/7/6","1","3","4","5","5","AM","5 AM"
"Near South Side","2019/7/6","2","3","5","6","6","AM","6 AM"
"Near South Side","2019/7/6","1","4","5","7","7","AM","7 AM"
"Near South Side","2019/7/6","12","8","20","8","8","AM","8 AM"
"Near South Side","2019/7/6","33","5","38","9","9","AM","9 AM"
"Near South Side","2019/7/6","51","15","66","10","10","AM","10 AM"
"Near South Side","2019/7/6","57","27","84","11","11","AM","11 AM"
"Near South Side","2019/7/6","50","35","85","12","12","PM","12 PM"
"Near South Side","2019/7/6","47","56","103","13","1","PM","1 PM"
"Near South Side","2019/7/6","46","58","104","14","2","PM","2 PM"
"Near South Side","2019/7/6","67","59","126","15","3","PM","3 PM"
"Near South Side","2019/7/6","49","74","123","16","4","PM","4 PM"
"Near South Side","2019/7/6","27","62","89","17","5","PM","5 PM"
"Near South Side","2019/7/6","42","44","86","18","6","PM","6 PM"
"Near South Side","2019/7/6","36","38","74","19","7","PM","7 PM"
"Near South Side","2019/7/6","37","25","62","20","8","PM","8 PM"
"Near South Side","2019/7/6","32","17","49","21","9","PM","9 PM"
"Near South Side","2019/7/6","38","8","46","22","10","PM","10 PM"
"Near South Side","2019/7/6","27","15","42","23","11","PM","11 PM"
"Near South Side","2019/7/7","19","6","25","0","12","AM","12 AM"
"Near South Side","2019/7/7","15","3","18","1","1","AM","1 AM"
"Near South Side","2019/7/7","16","1","17","2","2","AM","2 AM"
"Near South Side","2019/7/7","20","1","21","3","3","AM","3 AM"
"Near South Side","2019/7/7","11","5","16","4","4","AM","4 AM"
"Near South Side","2019/7/7","7","5","12","5","5","AM","5 AM"
"Near South Side","2019/7/7","4","8","12","6","6","AM","6 AM"
"Near South Side","2019/7/7","6","3","9","7","7","AM","7 AM"
"Near South Side","2019/7/7","12","8","20","8","8","AM","8 AM"
"Near South Side","2019/7/7","14","17","31","9","9","AM","9 AM"
"Near South Side","2019/7/7","34","21","55","10","10","AM","10 AM"
"Near South Side","2019/7/7","39","23","62","11","11","AM","11 AM"
"Near South Side","2019/7/7","29","35","64","12","12","PM","12 PM"
"Near South Side","2019/7/7","35","39","74","13","1","PM","1 PM"
"Near South Side","2019/7/7","35","37","72","14","2","PM","2 PM"
"Near South Side","2019/7/7","27","26","53","15","3","PM","3 PM"
"Near South Side","2019/7/7","46","24","70","16","4","PM","4 PM"
"Near South Side","2019/7/7","45","16","61","17","5","PM","5 PM"
"Near South Side","2019/7/7","74","22","96","18","6","PM","6 PM"
"Near South Side","2019/7/7","59","26","85","19","7","PM","7 PM"
"Near South Side","2019/7/7","40","28","68","20","8","PM","8 PM"
"Near South Side","2019/7/7","47","13","60","21","9","PM","9 PM"
"Near South Side","2019/7/7","24","51","75","22","10","PM","10 PM"
"Near South Side","2019/7/7","26","58","84","23","11","PM","11 PM"
"Near South Side","2019/7/8","5","27","32","0","12","AM","12 AM"
"Near South Side","2019/7/8","10","8","18","1","1","AM","1 AM"
"Near South Side","2019/7/8","3","4","7","2","2","AM","2 AM"
"Near South Side","2019/7/8","5","4","9","3","3","AM","3 AM"
"Near South Side","2019/7/8","3","8","11","4","4","AM","4 AM"
"Near South Side","2019/7/8","3","4","7","5","5","AM","5 AM"
"Near South Side","2019/7/8","1","8","9","6","6","AM","6 AM"
"Near South Side","2019/7/8","9","22","31","7","7","AM","7 AM"
"Near South Side","2019/7/8","22","30","52","8","8","AM","8 AM"
"Near South Side","2019/7/8","29","41","70","9","9","AM","9 AM"
"Near South Side","2019/7/8","25","24","49","10","10","AM","10 AM"
"Near South Side","2019/7/8","41","15","56","11","11","AM","11 AM"
"Near South Side","2019/7/8","35","24","59","12","12","PM","12 PM"
"Near South Side","2019/7/8","57","34","91","13","1","PM","1 PM"
"Near South Side","2019/7/8","28","35","63","14","2","PM","2 PM"
"Near South Side","2019/7/8","42","28","70","15","3","PM","3 PM"
"Near South Side","2019/7/8","45","37","82","16","4","PM","4 PM"
"Near South Side","2019/7/8","46","23","69","17","5","PM","5 PM"
"Near South Side","2019/7/8","51","16","67","18","6","PM","6 PM"
"Near South Side","2019/7/8","42","20","62","19","7","PM","7 PM"
"Near South Side","2019/7/8","42","17","59","20","8","PM","8 PM"
"Near South Side","2019/7/8","27","6","33","21","9","PM","9 PM"
"Near South Side","2019/7/8","23","9","32","22","10","PM","10 PM"
"Near South Side","2019/7/8","14","4","18","23","11","PM","11 PM"
"Near South Side","2019/7/9","6","2","8","0","12","AM","12 AM"
"Near South Side","2019/7/9","3","1","4","1","1","AM","1 AM"
"Near South Side","2019/7/9","2","0","2","2","2","AM","2 AM"
"Near South Side","2019/7/9","3","2","5","3","3","AM","3 AM"
"Near South Side","2019/7/9","1","0","1","4","4","AM","4 AM"
"Near South Side","2019/7/9","2","5","7","5","5","AM","5 AM"
"Near South Side","2019/7/9","2","6","8","6","6","AM","6 AM"
"Near South Side","2019/7/9","12","18","30","7","7","AM","7 AM"
"Near South Side","2019/7/9","28","26","54","8","8","AM","8 AM"
"Near South Side","2019/7/9","43","31","74","9","9","AM","9 AM"
"Near South Side","2019/7/9","45","30","75","10","10","AM","10 AM"
"Near South Side","2019/7/9","57","33","90","11","11","AM","11 AM"
"Near South Side","2019/7/9","57","49","106","12","12","PM","12 PM"
"Near South Side","2019/7/9","68","41","109","13","1","PM","1 PM"
"Near South Side","2019/7/9","60","48","108","14","2","PM","2 PM"
"Near South Side","2019/7/9","73","62","135","15","3","PM","3 PM"
"Near South Side","2019/7/9","72","66","138","16","4","PM","4 PM"
"Near South Side","2019/7/9","102","60","162","17","5","PM","5 PM"
"Near South Side","2019/7/9","81","61","142","18","6","PM","6 PM"
"Near South Side","2019/7/9","68","57","125","19","7","PM","7 PM"
"Near South Side","2019/7/9","72","35","107","20","8","PM","8 PM"
"Near South Side","2019/7/9","50","22","72","21","9","PM","9 PM"
"Near South Side","2019/7/9","28","7","35","22","10","PM","10 PM"
"Near South Side","2019/7/9","32","4","36","23","11","PM","11 PM"
"Near South Side","2019/7/10","10","3","13","0","12","AM","12 AM"
"Near South Side","2019/7/10","7","1","8","1","1","AM","1 AM"
"Near South Side","2019/7/10","4","1","5","2","2","AM","2 AM"
"Near South Side","2019/7/10","2","1","3","3","3","AM","3 AM"
"Near South Side","2019/7/10","2","2","4","4","4","AM","4 AM"
"Near South Side","2019/7/10","2","4","6","5","5","AM","5 AM"
"Near South Side","2019/7/10","8","8","16","6","6","AM","6 AM"
